Entidad,Sexo,Puesto,minutos_app,total_encuestas,total_asist,Fecha
Oaxaca,Sin dato,Sin dato,0.0,0,2,2024-08-05
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",623.4,0,9,2024-08-05
Jalisco,Mujer,Estudiante de medicina,0.0,0,0,2024-08-05
Querétaro,Mujer,Administrativa/o,735.4,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,474.1,0,8,2024-08-05
Oaxaca,Mujer,Administrativa/o,463.8,0,8,2024-08-05
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",636.3,0,8,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Sonora,Sin dato,Enfermera/o,628.3,7,2,2024-08-05
Oaxaca,Sin dato,Otro,0.0,7,5,2024-08-05
Querétaro,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Campeche,Sin dato,Enfermera/o,388.6,7,9,2024-08-05
Oaxaca,Sin dato,Sin dato,2250.3,0,8,2024-08-05
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-08-05
Coahuila,Mujer,Administrativa/o,547.3,0,9,2024-08-05
Oaxaca,Sin dato,Administrativa/o,1769.1,7,9,2024-08-05
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Sin dato,0.0,0,1,2024-08-05
Jalisco,Sin dato,Médica/o residente,643.4,7,8,2024-08-05
Campeche,Mujer,Otro (Especifique),300.0,0,9,2024-08-05
Querétaro,Mujer,Pasante,60.8,0,1,2024-08-05
Campeche,Sin dato,Odontóloga/o,745.5,7,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Psicóloga/o,429.5,0,8,2024-08-05
Sonora,Mujer,Sin dato,0.0,0,0,2024-08-05
Jalisco,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-08-05
Querétaro,Mujer,Psicóloga/o,0.0,0,3,2024-08-05
Sonora,Mujer,Estudiante de medicina,369.3,0,8,2024-08-05
Oaxaca,Mujer,Pasante,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Sin dato,80.7,0,1,2024-08-05
Jalisco,Mujer,Estudiante de medicina,136.7,0,0,2024-08-05
Nuevo León,Sin dato,Promotor/a en salud,0.0,6,3,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Sin dato,0.0,0,0,2024-08-05
Coahuila,Mujer,Otro (Especifique),0.0,0,2,2024-08-05
Sonora,Mujer,Administrativa/o,3.8,0,1,2024-08-05
Coahuila,Mujer,Administrativa/o,482.9,0,9,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Querétaro,Hombre,Médica/o,438.5,0,9,2024-08-05
Oaxaca,Mujer,Nutrióloga/o,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Nutrióloga/o,201.3,7,7,2024-08-05
Coahuila,Mujer,Nutrióloga/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,641.4,0,9,2024-08-05
Sonora,Mujer,Psicóloga/o,4362.8,0,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,821.8,0,9,2024-08-05
AtentaMente,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Querétaro,Sin dato,Médica/o,0.0,7,0,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Jalisco,Mujer,Enfermera/o,2127.5,0,9,2024-08-05
Sonora,Mujer,Enfermera/o,1231.1,0,9,2024-08-05
Coahuila,Sin dato,Administrativa/o,0.0,4,2,2024-08-05
Sonora,Hombre,Administrativa/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Enfermera/o,563.1,7,9,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,220.3,0,7,2024-08-05
Querétaro,Mujer,Médica/o,249.3,0,9,2024-08-05
Querétaro,Mujer,Personal Directivo,267.8,0,4,2024-08-05
Sonora,Mujer,Personal Directivo,826.7,0,9,2024-08-05
Querétaro,Hombre,Técnica/o,557.8,0,8,2024-08-05
Nuevo León,Sin dato,Enfermera/o,749.4,7,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,2,2024-08-05
Oaxaca,Sin dato,Nutrióloga/o,464.8,7,8,2024-08-05
Coahuila,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,94.4,0,5,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,3,2024-08-05
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",53.6,0,1,2024-08-05
Querétaro,Mujer,Administrativa/o,400.7,0,8,2024-08-05
Querétaro,Mujer,Otro (Especifique),329.6,0,4,2024-08-05
Nuevo León,Mujer,Sin dato,0.0,0,0,2024-08-05
Sonora,Mujer,Médica/o,608.4,0,8,2024-08-05
Guanajuato,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-08-05
Campeche,Mujer,Administrativa/o,154.1,0,9,2024-08-05
Sonora,Mujer,Pasante,0.0,0,0,2024-08-05
Sonora,Mujer,Administrativa/o,664.1,0,9,2024-08-05
Sonora,Sin dato,Enfermera/o,1222.4,7,9,2024-08-05
Nuevo León,Hombre,Química/o,241.9,0,9,2024-08-05
Sonora,Mujer,Pasante,27.0,0,1,2024-08-05
Nuevo León,Hombre,Médica/o,817.9,0,7,2024-08-05
Chiapas,Sin dato,Sin dato,0.0,0,1,2024-08-05
Campeche,Sin dato,Otro,689.9,7,9,2024-08-05
Coahuila,Hombre,Personal Directivo,25.9,0,0,2024-08-05
Colombia,Mujer,Enfermera/o,0.0,0,2,2024-08-05
Nuevo León,Sin dato,Enfermera/o,289.6,6,5,2024-08-05
Campeche,Hombre,Médica/o,0.0,0,0,2024-08-05
Sonora,Hombre,Médica/o residente,37.6,0,1,2024-08-05
Campeche,Hombre,Médica/o,1115.3,0,9,2024-08-05
Oaxaca,Mujer,Pasante,0.0,0,0,2024-08-05
Oaxaca,Hombre,Médica/o,1222.9,0,9,2024-08-05
Campeche,Hombre,Administrativa/o,0.0,0,5,2024-08-05
Nuevo León,Sin dato,Administrativa/o,623.3,7,9,2024-08-05
Sonora,Hombre,Médica/o residente,650.2,0,9,2024-08-05
Oaxaca,Mujer,Psicóloga/o,752.0,0,9,2024-08-05
Coahuila,Sin dato,Administrativa/o,424.5,7,8,2024-08-05
Otro (Especifique),Mujer,Psicóloga/o,66.8,0,2,2024-08-05
Querétaro,Mujer,Médica/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Querétaro,Mujer,Administrativa/o,11.7,0,0,2024-08-05
Querétaro,Sin dato,Enfermera/o,771.0,7,9,2024-08-05
Guanajuato,Mujer,Enfermera/o,5.8,0,9,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Coahuila,Mujer,Administrativa/o,575.1,0,8,2024-08-05
Coahuila,Sin dato,Administrativa/o,54.4,7,1,2024-08-05
Querétaro,Mujer,Nutrióloga/o,1105.2,0,9,2024-08-05
Sonora,Mujer,Enfermera/o,50.2,0,1,2024-08-05
Coahuila,Sin dato,Enfermera/o,0.0,7,1,2024-08-05
Sonora,Mujer,Médica/o residente,618.9,0,9,2024-08-05
Nuevo León,Mujer,Supervisor/a,0.0,0,0,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Querétaro,Mujer,Psicóloga/o,667.2,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,11.8,0,2,2024-08-05
Oaxaca,Sin dato,Administrativa/o,658.4,7,9,2024-08-05
Colombia,Mujer,Otro (Especifique),685.5,0,9,2024-08-05
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,4,2024-08-05
Ciudad De México,Sin dato,Sin dato,0.0,0,5,2024-08-05
Sonora,Mujer,Química/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Administrativa/o,448.2,0,9,2024-08-05
Sonora,Sin dato,Médica/o residente,0.0,5,0,2024-08-05
Sonora,Mujer,Enfermera/o,1608.7,0,9,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Sonora,Hombre,Médica/o,0.0,0,0,2024-08-05
Sonora,Hombre,Médica/o,676.9,7,9,2024-08-05
Sonora,Mujer,Estudiante de medicina,7.1,0,8,2024-08-05
Nuevo León,Mujer,Enfermera/o,320.4,0,7,2024-08-05
Campeche,Mujer,Enfermera/o,714.6,0,9,2024-08-05
Oaxaca,Hombre,Médica/o,631.0,0,9,2024-08-05
Campeche,Sin dato,Sin dato,0.0,0,1,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Campeche,Mujer,Enfermera/o,648.4,0,9,2024-08-05
Campeche,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,4,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,736.4,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,80.4,0,1,2024-08-05
AtentaMente,Mujer,Personal Directivo,0.0,0,5,2024-08-05
Querétaro,Mujer,Otro (Especifique),300.0,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,53.3,0,1,2024-08-05
Coahuila,Sin dato,Enfermera/o,440.2,7,9,2024-08-05
Coahuila,Mujer,Sin dato,0.0,0,0,2024-08-05
Coahuila,Mujer,Psicóloga/o,0.0,0,1,2024-08-05
Oaxaca,Sin dato,Médica/o,3735.3,7,9,2024-08-05
Nuevo León,Mujer,Administrativa/o,414.7,0,9,2024-08-05
Campeche,Sin dato,Personal directivo,559.0,7,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,0.0,0,0,2024-08-05
Campeche,Hombre,Administrativa/o,408.1,0,9,2024-08-05
Ciudad De México,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-08-05
Coahuila,Hombre,Enfermera/o,336.9,0,7,2024-08-05
Sonora,Prefiero No Contestar,Promotor/a En Salud,65.1,0,9,2024-08-05
Campeche,Sin dato,Enfermera/o,7561.8,7,9,2024-08-05
Nuevo León,Hombre,Personal Directivo,694.8,7,9,2024-08-05
Sonora,Hombre,Administrativa/o,0.0,0,3,2024-08-05
Oaxaca,Hombre,Médica/o,0.0,0,0,2024-08-05
Coahuila,Mujer,Trabajador/a social,384.5,0,9,2024-08-05
Querétaro,Mujer,Médica/o,238.4,0,7,2024-08-05
Coahuila,Mujer,Nutrióloga/o,443.2,0,9,2024-08-05
Guanajuato,Sin dato,Sin dato,0.0,0,1,2024-08-05
Sonora,Sin dato,Sin dato,0.0,0,1,2024-08-05
Campeche,Mujer,Promotor/a En Salud,0.0,0,1,2024-08-05
Nuevo León,Sin dato,Médica/o,623.1,7,9,2024-08-05
Coahuila,Mujer,Otro (Especifique),400.0,0,9,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Nuevo León,Mujer,Médica/o,0.0,0,3,2024-08-05
Campeche,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Administrativa/o,43.2,0,2,2024-08-05
Coahuila,Hombre,"Coordinador/a, Responsable O Supervisión De Área",563.5,0,9,2024-08-05
Nuevo León,Sin dato,Médica/o,466.2,7,9,2024-08-05
Querétaro,Hombre,Personal Directivo,0.0,0,3,2024-08-05
Nuevo León,Hombre,Administrativa/o,0.0,0,0,2024-08-05
Oaxaca,Hombre,Odontóloga/o,661.3,0,9,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Administrativa/o,1142.4,0,9,2024-08-05
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-08-05
Querétaro,Mujer,Pasante,66.8,0,3,2024-08-05
Sonora,Mujer,Personal Directivo,794.0,0,9,2024-08-05
Oaxaca,Sin dato,Sin dato,0.0,0,1,2024-08-05
Sonora,Mujer,Psicóloga/o,706.3,0,8,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Personal Directivo,0.0,0,1,2024-08-05
Oaxaca,Mujer,Enfermera/o,16.6,0,1,2024-08-05
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-08-05
Querétaro,Mujer,Personal Directivo,0.0,0,4,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Sonora,Mujer,Pasante,17.0,0,7,2024-08-05
Querétaro,Mujer,Enfermera/o,5063.2,0,9,2024-08-05
Oaxaca,Mujer,Enfermera/o,380.9,0,9,2024-08-05
Campeche,Mujer,Estudiante de medicina,0.0,0,1,2024-08-05
Oaxaca,Sin dato,Enfermera/o,11.7,6,2,2024-08-05
Querétaro,Mujer,Pasante,0.1,0,0,2024-08-05
Campeche,Mujer,Pasante,453.0,0,9,2024-08-05
Campeche,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Baja California,Mujer,Psicóloga/o,15.0,0,5,2024-08-05
Oaxaca,Mujer,Enfermera/o,729.4,0,9,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",1415.4,0,9,2024-08-05
Oaxaca,Mujer,Pasante,384.9,0,8,2024-08-05
Campeche,Sin dato,Enfermera/o,1444.1,7,9,2024-08-05
Querétaro,Mujer,Médica/o,515.1,0,9,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Odontóloga/o,83.2,7,3,2024-08-05
Sin dato,Mujer,Sin dato,0.0,0,0,2024-08-05
Coahuila,Sin dato,Sin dato,13.0,0,4,2024-08-05
Nuevo León,Mujer,Médica/o,0.0,0,3,2024-08-05
AtentaMente,Mujer,"Coordinador/a, Responsable O Supervisión De Área",289.2,0,8,2024-08-05
Sonora,Mujer,Estudiante de medicina,356.9,0,8,2024-08-05
Oaxaca,Sin dato,Enfermera/o,0.0,7,0,2024-08-05
Campeche,Mujer,Enfermera/o,627.2,0,7,2024-08-05
Nuevo León,Mujer,Administrativa/o,129.5,0,8,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Sonora,Mujer,Docente,299.1,0,6,2024-08-05
Sonora,Mujer,Médico/a Residente,773.3,0,9,2024-08-05
Sonora,Sin dato,Enfermera/o,440.3,7,7,2024-08-05
Querétaro,Mujer,Administrativa/o,12.1,0,4,2024-08-05
Oaxaca,Mujer,Administrativa/o,985.6,0,9,2024-08-05
Ciudad De México,Mujer,Química/o,1118.5,0,9,2024-08-05
Campeche,Mujer,Administrativa/o,912.6,0,9,2024-08-05
Oaxaca,Mujer,Pasante,740.7,0,9,2024-08-05
Coahuila,Mujer,Psicóloga/o,1179.8,0,8,2024-08-05
Sonora,Mujer,Médica/o residente,0.0,3,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,828.3,0,5,2024-08-05
Sonora,Sin dato,Psicóloga/o,667.9,7,9,2024-08-05
AtentaMente,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Nuevo León,Mujer,Pasante,0.0,0,0,2024-08-05
Sonora,Mujer,Nutrióloga/o,602.2,0,9,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,0.0,0,0,2024-08-05
Sonora,Mujer,Administrativa/o,330.6,0,9,2024-08-05
Campeche,Hombre,Administrativa/o,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Administrativa/o,542.4,7,7,2024-08-05
Sonora,Hombre,Química/o,768.0,0,9,2024-08-05
Sonora,Hombre,Médica/o residente,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,390.4,0,7,2024-08-05
Sonora,Sin dato,Camillero,0.0,7,2,2024-08-05
Campeche,Sin dato,Médica/o,947.5,7,9,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,208.0,0,3,2024-08-05
Coahuila,Sin dato,Sin dato,1151.2,0,9,2024-08-05
Sonora,Mujer,Administrativa/o,0.0,0,5,2024-08-05
Coahuila,Mujer,Otro (Especifique),583.1,0,9,2024-08-05
Sonora,Mujer,Enfermera/o,40735.2,0,6,2024-08-05
Sonora,Mujer,Enfermera/o,567.8,0,9,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,1046.1,0,9,2024-08-05
Sonora,Mujer,Psicóloga/o,894.3,0,9,2024-08-05
Querétaro,Sin dato,Técnica/o,69.7,7,8,2024-08-05
Sonora,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Nutrióloga/o,1233.2,0,9,2024-08-05
Querétaro,Mujer,Sin dato,0.0,0,0,2024-08-05
Coahuila,Mujer,Administrativa/o,36.7,0,7,2024-08-05
Oaxaca,Mujer,Enfermera/o,485.9,0,9,2024-08-05
Guanajuato,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-08-05
Oaxaca,Mujer,Administrativa/o,657.4,0,9,2024-08-05
Querétaro,Mujer,Administrativa/o,44.5,0,1,2024-08-05
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,873.3,0,9,2024-08-05
Sonora,Sin dato,Pasante,0.0,7,1,2024-08-05
Sonora,Mujer,Nutrióloga/o,0.1,0,4,2024-08-05
Ciudad De México,Sin dato,Sin dato,0.0,0,1,2024-08-05
Campeche,Hombre,Administrativa/o,491.4,0,4,2024-08-05
Campeche,Sin dato,Pasante,0.0,4,1,2024-08-05
Sonora,Sin dato,Personal directivo,0.0,5,1,2024-08-05
Querétaro,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,2,2024-08-05
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Sin dato,Otro,0.0,7,1,2024-08-05
Guanajuato,Hombre,Médica/o,735.6,0,9,2024-08-05
Querétaro,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Querétaro,Mujer,Administrativa/o,0.0,0,3,2024-08-05
Coahuila,Mujer,Nutrióloga/o,11.7,0,4,2024-08-05
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Querétaro,Sin dato,"Coordinador/a, responsable o supervisión de área",11.7,3,0,2024-08-05
Jalisco,Mujer,Médica/o,0.0,0,0,2024-08-05
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",633.6,0,9,2024-08-05
Sonora,Hombre,Nutrióloga/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Querétaro,Sin dato,Pasante,0.0,7,0,2024-08-05
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",707.3,0,9,2024-08-05
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Médica/o residente,0.0,7,9,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,2,2024-08-05
Oaxaca,Mujer,Enfermera/o,672.0,0,8,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Querétaro,Mujer,Médica/o,912.7,0,8,2024-08-05
Oaxaca,Mujer,Odontóloga/o,1736.7,0,9,2024-08-05
Oaxaca,Sin dato,Pasante,728.8,7,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Sonora,Mujer,Estudiante de medicina,579.2,0,9,2024-08-05
Sonora,Sin dato,Enfermera/o,515.4,7,9,2024-08-05
Jalisco,Mujer,Administrativa/o,0.0,0,1,2024-08-05
Querétaro,Mujer,Enfermera/o,42.0,0,3,2024-08-05
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-08-05
Nuevo León,Sin dato,Promotor/a en salud,0.0,7,3,2024-08-05
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",404.6,7,9,2024-08-05
Oaxaca,Mujer,Sin dato,0.0,0,0,2024-08-05
Sonora,Mujer,Administrativa/o,479.1,0,9,2024-08-05
Campeche,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-08-05
Querétaro,Sin dato,Enfermera/o,459.7,7,9,2024-08-05
Sonora,Hombre,Estudiante de medicina,387.6,0,8,2024-08-05
Sonora,Sin dato,Médica/o,2333.9,7,9,2024-08-05
Jalisco,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Mujer,Trabajador/a social,0.0,0,1,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Campeche,Sin dato,Médica/o,284.2,6,8,2024-08-05
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",401.5,0,8,2024-08-05
Nuevo León,Mujer,Médica/o,30.1,0,3,2024-08-05
Coahuila,Mujer,Psicóloga/o,7.1,0,4,2024-08-05
Jalisco,Sin dato,Médica/o residente,0.0,7,8,2024-08-05
Nuevo León,Sin dato,Enfermera/o,0.0,7,1,2024-08-05
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Campeche,Hombre,Médica/o,0.0,0,2,2024-08-05
Sonora,Mujer,Administrativa/o,1032.1,0,9,2024-08-05
Nuevo León,Mujer,Psicóloga/o,1078.9,0,9,2024-08-05
Querétaro,Mujer,Sin dato,432.1,0,5,2024-08-05
Jalisco,Mujer,Enfermera/o,1874.9,0,8,2024-08-05
Querétaro,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Médica/o,430.2,0,7,2024-08-05
Querétaro,Mujer,Médica/o,341.0,0,9,2024-08-05
Campeche,Mujer,Administrativa/o,575.1,0,9,2024-08-05
Sonora,Mujer,Estudiante de medicina,515.1,0,7,2024-08-05
Coahuila,Hombre,Odontóloga/o,0.0,0,6,2024-08-05
Nuevo León,Mujer,Pasante,219.8,0,9,2024-08-05
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",569.9,0,9,2024-08-05
Campeche,Mujer,Administrativa/o,676.9,0,9,2024-08-05
Oaxaca,Mujer,Psicóloga/o,57.4,0,0,2024-08-05
Campeche,Sin dato,Sin dato,12.0,0,9,2024-08-05
Coahuila,Mujer,Médica/o residente,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Administrativa/o,181.5,7,4,2024-08-05
Nuevo León,Sin dato,Pasante,154.2,7,2,2024-08-05
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Sonora,Mujer,Sin dato,0.0,0,0,2024-08-05
Sonora,Sin dato,Nutrióloga/o,29.8,7,0,2024-08-05
Campeche,Mujer,Enfermera/o,196.7,0,9,2024-08-05
Querétaro,Mujer,Médica/o,300.0,0,9,2024-08-05
Campeche,Mujer,Administrativa/o,402.0,0,9,2024-08-05
Coahuila,Sin dato,Médica/o,0.0,7,2,2024-08-05
Sonora,Mujer,Médica/o residente,587.5,0,8,2024-08-05
Sonora,Sin dato,Administrativa/o,521.3,7,9,2024-08-05
Nuevo León,Sin dato,Administrativa/o,94.1,7,7,2024-08-05
Nuevo León,Hombre,Sin dato,0.0,0,0,2024-08-05
Querétaro,Mujer,Administrativa/o,11.8,0,1,2024-08-05
Oaxaca,Mujer,Pasante,300.0,0,9,2024-08-05
Oaxaca,Hombre,Médica/o,375.5,0,9,2024-08-05
Campeche,Mujer,Enfermera/o,54.9,0,0,2024-08-05
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Sin dato,Psicóloga/o,852.5,7,8,2024-08-05
Querétaro,Mujer,Médica/o,0.0,0,6,2024-08-05
Sonora,Mujer,Psicóloga/o,354.2,0,8,2024-08-05
Sonora,Sin dato,Psicóloga/o,947.5,7,9,2024-08-05
Sonora,Mujer,Estudiante de medicina,836.8,0,8,2024-08-05
Sonora,Hombre,Médica/o,11.8,0,0,2024-08-05
Sonora,Mujer,Otro (Especifique),619.0,0,7,2024-08-05
Sonora,Sin dato,Estudiante de medicina,0.0,0,2,2024-08-05
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",556.3,6,9,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,608.1,0,8,2024-08-05
Nuevo León,Sin dato,Médica/o,451.5,7,9,2024-08-05
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",532.6,0,9,2024-08-05
Oaxaca,Hombre,Verificador/a sanitario,0.0,0,0,2024-08-05
Nuevo León,Sin dato,Médica/o,0.0,7,0,2024-08-05
Guanajuato,Hombre,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-08-05
Querétaro,Hombre,Pasante,0.0,0,1,2024-08-05
Sonora,Hombre,Estudiante de medicina,826.2,0,7,2024-08-05
Coahuila,Hombre,Sin dato,0.0,0,0,2024-08-05
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Campeche,Mujer,"Coordinador/a, responsable o supervisión de área",5.8,0,8,2024-08-05
Sonora,Mujer,Médico/a Residente,0.0,0,0,2024-08-05
Campeche,Mujer,Enfermera/o,0.0,0,1,2024-08-05
Oaxaca,Mujer,Pasante,333.2,0,9,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-08-05
Nuevo León,Sin dato,Enfermera/o,396.3,7,9,2024-08-05
Querétaro,Sin dato,Enfermera/o,952.2,7,8,2024-08-05
Sonora,Sin dato,Sin dato,0.6,0,1,2024-08-05
Coahuila,Mujer,Psicóloga/o,0.0,0,0,2024-08-05
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-08-05
Oaxaca,Mujer,Pasante,0.0,0,0,2024-08-05
Querétaro,Mujer,Pasante,39.0,0,6,2024-08-05
Nuevo León,Sin dato,Sin dato,0.0,0,1,2024-08-05
Nuevo León,Mujer,Técnica/o,840.6,0,8,2024-08-05
Campeche,Mujer,Personal Directivo,679.5,0,9,2024-08-05
Oaxaca,Mujer,Administrativa/o,0.0,0,1,2024-08-05
Sonora,Mujer,Promotor/a En Salud,23.5,0,5,2024-08-05
Sonora,Mujer,Médica/o residente,300.0,0,8,2024-08-05
Oaxaca,Sin dato,Administrativa/o,0.0,7,0,2024-08-05
Sonora,Sin dato,Sin dato,0.0,0,1,2024-08-05
Oaxaca,Mujer,Pasante,405.1,0,9,2024-08-05
Oaxaca,Mujer,Pasante,0.3,0,2,2024-08-05
Oaxaca,Mujer,Enfermera/o,6.4,0,3,2024-08-05
Oaxaca,Mujer,Enfermera/o,11.7,0,1,2024-08-05
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-08-05
Sonora,Mujer,Otro (Especifique),0.0,0,0,2024-08-05
Coahuila,Mujer,Interna/o,0.0,0,0,2024-08-05
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-08-05
Guanajuato,Mujer,Enfermera/o,12670.7,0,8,2024-08-05
Oaxaca,Mujer,Administrativa/o,646.7,0,9,2024-08-05
Sonora,Hombre,Administrativa/o,335.6,0,7,2024-08-05
